Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
NAM3QK5E,journalArticle,2021,"Bellino, Alessandro; Baldantoni, Daniela; Milano, Vittoria; Santorufo, Lucia; Cortet, Jérôme; Maisto, Giulia",Spatial Patterns and Scales of Collembola Taxonomic and Functional Diversity in Urban Parks,Sustainability,,2071-1050,10.3390/su132313029,https://www.mdpi.com/2071-1050/13/23/13029,"Anthropogenic pressures can affect the distribution of species and elicit the appearance of spatial patterns that provide insights into the species’ responses to environmental filtering, mediated by their functional traits. Due to the functional redundancy in ecological communities, the spatial variations of species and functional traits can occur at different scales, but little is known on this topic, especially for soil arthropods with limited dispersion capabilities and highly dependent on environmental characteristics. The present research aims at shedding light on the spatial ecology of both the taxonomic and functional biodiversity of collembolan communities colonizing urban parks, adopted as model taxa for their functional traits, diversity and sensitivity to environmental drivers. To this end, the spatial patterns and scales of collembolan communities from 8 parks in Naples (Italy) and 14 in Montpellier (France) were investigated through an approach based on Moran eigenvector maps, modified to allow for evaluating the community spatial connectivity and the scales underpinning the spatial variation of each species and functional trait. The obtained findings demonstrate a limited spatial connectivity of collembolan communities in terms of both taxonomic and functional diversity, with mostly species-specific micro-scale variations that may be shaped by environmental constraints.",25-11-2021,02-05-2023 20:07,10-05-2023 16:34,02-05-2023 20:04,13029,,23,13,,Sustainability,,,,,,,,en-US,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Bellino_etal_2021_Sustainability.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EF3TBUJA,journalArticle,2021,"Zorzal, Ravel R.; Diniz, Pedro; Oliveira, Rayane De; Duca, Charles",Drivers of avian diversity in urban greenspaces in the Atlantic Forest,Urban Forestry & Urban Greening,,16188667,10.1016/j.ufug.2020.126908,https://linkinghub.elsevier.com/retrieve/pii/S1618866720307251,,2021-04,02-05-2023 20:07,10-05-2023 16:40,02-05-2023 20:04,126908,,,59,,Urban For. Urban Gree.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Zorzal_etal_2021_Urban For. Urban Gree..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUM73UDF,journalArticle,2015,"Kučera, Tomáš; Kloubcová, Petra; Veselý, Petr",Diverse vegetation in a spa town supports human social benefits of urban birds,Biodiversity and Conservation,,"0960-3115, 1572-9710",10.1007/s10531-015-0974-9,http://link.springer.com/10.1007/s10531-015-0974-9,,2015-12,02-05-2023 20:07,10-05-2023 16:37,02-05-2023 20:04,3329-3346,,13,24,,Biodivers. Conserv.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Kucera_etal_2015_Biodivers. Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2E93AM6,journalArticle,2011,"Smallbone, Lisa T.; Luck, Gary W.; Wassens, Skye","Anuran species in urban landscapes: Relationships with biophysical, built environment and socio-economic factors",Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2011.01.002,https://linkinghub.elsevier.com/retrieve/pii/S0169204611000296,,2011-05,02-05-2023 20:07,10-05-2023 16:38,02-05-2023 20:04,43-51,,1,101,,Landscape Urban Plan.,Anuran species in urban landscapes,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Smallbone_etal_2011_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3BI7IBEW,journalArticle,2009,"BenDor, Todd; Westervelt, James; Aurambout, J.P.; Meyer, William",Simulating population variation and movement within fragmented landscapes: An application to the gopher tortoise (Gopherus polyphemus),Ecological Modelling,,3043800,10.1016/j.ecolmodel.2009.01.005,https://linkinghub.elsevier.com/retrieve/pii/S030438000900026X,,2009-03,02-05-2023 20:07,10-05-2023 16:34,02-05-2023 20:04,867-878,,6,220,,Ecol. Model.,Simulating population variation and movement within fragmented landscapes,,,,,,,en-US,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\BenDor_etal_2009_Ecol. Model..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VKURKNZZ,journalArticle,2013,"Guzy, Jacquelyn C.; Price, Steven J.; Dorcas, Michael E.",The spatial configuration of greenspace affects semi-aquatic turtle occupancy and species richness in a suburban landscape,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2013.04.011,https://linkinghub.elsevier.com/retrieve/pii/S0169204613000807,,2013-09,02-05-2023 20:07,10-05-2023 16:36,02-05-2023 20:04,46-56,,,117,,Landscape Urban Plan.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Guzy_etal_2013_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X64D6XAC,journalArticle,2013,"Fenoglio, María Silvina; Videla, Martín; Salvo, Adriana; Valladares, Graciela",Beneficial insects in urban environments: Parasitism rates increase in large and less isolated plant patches via enhanced parasitoid species richness,Biological Conservation,,63207,10.1016/j.biocon.2013.05.002,https://linkinghub.elsevier.com/retrieve/pii/S0006320713001353,,2013-08,02-05-2023 20:07,10-05-2023 16:36,02-05-2023 20:04,82-89,,,164,,Biol. Conserv.,Beneficial insects in urban environments,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Fenoglio_etal_2013_Biol. Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8IUMR3E8,journalArticle,2009,"Mitrovich, Milan J.; Diffendorfer, Jay E.; Fisher, Robert N.",Behavioral Response of the Coachwhip (Masticophis flagellum) to Habitat Fragment Size and Isolation in an Urban Landscape,Journal of Herpetology,,0022-1511,10.1670/08-147.1,http://www.bioone.org/doi/abs/10.1670/08-147.1,,2009-12,02-05-2023 20:07,10-05-2023 16:37,02-05-2023 20:04,646-656,,4,43,,J. Herpetol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Mitrovich_etal_2009_J. Herpetol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5B4KCKI,journalArticle,2022,"Prendergast, Kit S.; Tomlinson, Sean; Dixon, Kingsley W.; Bateman, Philip W.; Menz, Myles H.M.",Urban native vegetation remnants support more diverse native bee communities than residential gardens in Australia's southwest biodiversity hotspot,Biological Conservation,,63207,10.1016/j.biocon.2021.109408,https://linkinghub.elsevier.com/retrieve/pii/S0006320721004602,,2022-01,02-05-2023 20:07,10-05-2023 16:38,02-05-2023 20:04,109408,,,265,,Biol. Conserv.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Prendergast_etal_2022_Biol. Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJB777AC,journalArticle,2021,"Schnetler, Andrea K.; Radloff, Frans G. T.; O’Riain, M. Justin",Medium and large mammal conservation in the City of Cape Town: factors influencing species richness in urban nature reserves,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-020-01027-w,https://link.springer.com/10.1007/s11252-020-01027-w,,2021-04,02-05-2023 20:07,10-05-2023 16:38,02-05-2023 20:04,215-232,,2,24,,Urban Ecosyst.,Medium and large mammal conservation in the City of Cape Town,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Schnetler_etal_2021_Urban Ecosyst..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9VC3G9VC,journalArticle,2014,"Peris, Salvador; Montelongo, Tinguaro",Birds and small urban parks: a study in a high plateau city,TURKISH JOURNAL OF ZOOLOGY,,"13000179, 13036114",10.3906/zoo-1305-20,https://journals.tubitak.gov.tr/zoology/vol38/iss3/7,,2014,02-05-2023 20:07,10-05-2023 16:38,02-05-2023 20:04,316-325,,,38,,Turk. J. Zool.,Birds and small urban parks,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Peris_Montelongo_2014_Turk. J. Zool..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38J4K98P,journalArticle,2012,"Magle, Seth B.; Salamack, Kristin A.; Crooks, Kevin R.; Reading, Richard P.",Effects of habitat fragmentation and black-tailed prairie dogs on urban avian diversity,Biodiversity and Conservation,,"0960-3115, 1572-9710",10.1007/s10531-012-0339-6,http://link.springer.com/10.1007/s10531-012-0339-6,,2012-10,02-05-2023 20:07,10-05-2023 16:37,02-05-2023 20:04,2803-2821,,11,21,,Biodivers. Conserv.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Magle_etal_2012_Biodivers. Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN3V37NP,journalArticle,2016,"Chang, Hsiang-Yi; Lee, Ya-Fu","Effects of area size, heterogeneity, isolation, and disturbances on urban park avifauna in a highly populated tropical city",Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-015-0481-5,http://link.springer.com/10.1007/s11252-015-0481-5,,2016-03,02-05-2023 20:07,10-05-2023 16:35,02-05-2023 20:04,257-274,,1,19,,Urban Ecosyst.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Chang_Lee_2016_Urban Ecosyst..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2RIW8I6,journalArticle,2022,"Wenner, Sarah M.; Murphy, Melanie A.; Delaney, Kathleen S.; Pauly, Gregory B.; Richmond, Jonathan Q.; Fisher, Robert N.; Robertson, Jeanne M.",Natural and anthropogenic landscape factors shape functional connectivity of an ecological specialist in urban Southern California,Molecular Ecology,,"0962-1083, 1365-294X",10.1111/mec.16656,https://onlinelibrary.wiley.com/doi/10.1111/mec.16656,,2022-10,02-05-2023 20:07,10-05-2023 16:39,02-05-2023 20:04,5214-5230,,20,31,,Mol. Ecol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Wenner_etal_2022_Mol. Ecol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQAI3PLJ,journalArticle,2011,"Ives, Christopher D.; Hose, Grant C.; Nipperess, David A.; Taylor, Mark Patrick",Environmental and landscape factors influencing ant and plant diversity in suburban riparian corridors,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2011.08.009,https://linkinghub.elsevier.com/retrieve/pii/S016920461100260X,,2011-12,02-05-2023 20:07,10-05-2023 16:36,02-05-2023 20:04,372-382,,03-Apr,103,,Landscape Urban Plan.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Ives_etal_2011_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P625ARC3,journalArticle,2010,"Noël, Sarah; Lapointe, François-Joseph",Urban conservation genetics: Study of a terrestrial salamander in the city,Biological Conservation,,63207,10.1016/j.biocon.2010.07.033,https://linkinghub.elsevier.com/retrieve/pii/S0006320710003393,,2010-11,02-05-2023 20:07,10-05-2023 16:38,02-05-2023 20:04,2823-2831,,11,143,,Biol. Conserv.,Urban conservation genetics,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Noel_Lapointe_2010_Biol. Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39R4TC8A,journalArticle,2020,"Yang, Xueru; Tan, Xinwei; Chen, Chuanwu; Wang, Yanping","The influence of urban park characteristics on bird diversity in Nanjing, China",Avian Research,,2053-7166,10.1186/s40657-020-00234-5,https://avianres.biomedcentral.com/articles/10.1186/s40657-020-00234-5,"Abstract                            Background               Habitat loss, fragmentation and decrease of habitat quality caused by urbanization have led to a dramatic decline in biodiversity worldwide. For highly urbanized areas, parks have become “islands” or habitat fragments for wildlife. As an important indicator group of urban ecosystem health, the response of birds to urbanization has attracted the global attention of ecologists. Understanding the key factors affecting bird diversity in urbanized environment is crucial to the protection of biodiversity in urban ecosystems.                                         Methods               We used the line-transect method to survey birds in 37 urban parks in Nanjing, China. We also measured a number of park characteristics (area, isolation, shape index, environmental noise, distance to city center, and habitat diversity) that are commonly assumed to influence bird diversity. We then used the information-theoretic multi-model inference approach to determine which park characteristics had significant impacts on bird species richness.                                         Results               We found that park area, habitat diversity and the distance to city center were the best positive predictors of bird species richness in Nanjing urban parks. By contrast, park isolation, park shape and environmental noise had little or no influence on bird diversity.                                         Conclusions               Our study highlights the importance of park area, habitat diversity and the distance to city center in determining bird diversity in Nanjing city parks. Therefore, from a conservation viewpoint, we recommend that large parks with complex and diverse habitats far away from the city center should be retained or constructed to increase bird diversity in urban design and planning.",2020-12,02-05-2023 20:07,10-05-2023 16:39,02-05-2023 20:04,45,,1,11,,Avian Res.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Yang_etal_2020_Avian Res..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4QKANS7G,journalArticle,2011,"MacDougall-Shackleton, Elizabeth A.; Clinchy, Michael; Zanette, Liana; Neff, Bryan D.",Songbird genetic diversity is lower in anthropogenically versus naturally fragmented landscapes,Conservation Genetics,,"1566-0621, 1572-9737",10.1007/s10592-011-0222-0,http://link.springer.com/10.1007/s10592-011-0222-0,,2011-10,02-05-2023 20:07,10-05-2023 16:37,02-05-2023 20:04,1195-1203,,5,12,,Conserv. Genet.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\MacDougall-Shackleton_etal_2011_Conserv. Genet..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96AWPYXI,journalArticle,2020,"Wood, Dustin A.; Rose, Jonathan P.; Halstead, Brian J.; Stoelting, Ricka E.; Swaim, Karen E.; Vandergast, Amy G.",Combining genetic and demographic monitoring better informs conservation of an endangered urban snake,PLOS ONE,,1932-6203,10.1371/journal.pone.0231744,https://dx.plos.org/10.1371/journal.pone.0231744,,05-05-2020,02-05-2023 20:07,10-05-2023 16:39,02-05-2023 20:04,e0231744,,5,15,,PLOS One,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Wood_etal_2020_PLOS One.pdf,,YES,,"Davis, Mark A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67UJLUA9,journalArticle,2014,"Ramalho, Cristina E.; Laliberté, Etienne; Poot, Pieter; Hobbs, Richard J.",Complex effects of fragmentation on remnant woodland plant communities of a rapidly urbanizing biodiversity hotspot,Ecology,,0012-9658,10.1890/13-1239.1,http://doi.wiley.com/10.1890/13-1239.1,,2014-09,02-05-2023 20:07,08-05-2023 15:19,02-05-2023 20:04,2466-2478,,9,95,,Ecology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Ramalho_etal_2014_Ecology.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z3DVDANM,journalArticle,2019,"Wu, Tingfeng",Abundance and diversity of pollinators on green roofs are affected by environmental factors,IOP Conference Series: Earth and Environmental Science,,"1755-1307, 1755-1315",10.1088/1755-1315/358/2/022053,https://iopscience.iop.org/article/10.1088/1755-1315/358/2/022053,"Abstract             Bees provide a variety of ecological services for urban ecosystems, while green roofs can also be of high value to bees through providing habitats and foraging sites. In this study, four hypotheses about impacts on abundance and diversity of pollinators were proposed from the roof and the surrounding environment. The evidences revealed that the height of the building affected the diversity of some bee species; increasing proportions of surrounding green space helped to increase abundance of bees and wasps; the colonies of bees were significantly affected by habitat connectivity, a frequent movement of bees and other mobile insects between roofs and ground guaranteed pollination of plants; plentiful plants combination was better than a single species in roof ecosystem services, and native forbs were beneficial for pollinations and foraging of pollinators; using fine substrate on green roofs may have a greater ecological value than common soil.",01-12-2019,02-05-2023 20:07,08-05-2023 15:19,02-05-2023 20:04,22053,,2,358,,IOP Conf. Ser.: Earth Environ. Sci.,,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Wu_2019_IOP Conf. Ser. Earth Environ. Sci..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
