"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GT7L3BUQ","journalArticle","2015","Loro, Manuel; Ortega, Emilio; Arce, Rosa M.; Geneletti, Davide","Ecological connectivity analysis to reduce the barrier effect of roads. An innovative graph-theory approach to define wildlife corridors with multiple paths and without bottlenecks","Landscape and Urban Planning","","01692046","10.1016/j.landurbplan.2015.03.006","https://linkinghub.elsevier.com/retrieve/pii/S0169204615000602","","2015-07","2023-05-02 20:16:57","2023-05-08 15:20:26","2023-05-02 20:13:04","149-162","","","139","","Landscape and Urban Planning","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Loro_etal_2015_Landscape and Urban Planning.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8F3MTUTA","journalArticle","2017","Li Zhuo, 李卓; Sun Ranhao, 孙然好; Zhang Jichao, 张继超; Zhang Chong, 张翀","Temporal-spatial analysis of vegetation coverage dynamics in Beijing-Tianjin-Hebei metropolitan regions","Acta Ecologica Sinica","","1000-0933","10.5846/stxb201609231919","http://www.ecologica.cn/stxb/ch/reader/view_abstract.aspx?doi=10.5846/stxb201609231919","","2017","2023-05-02 20:16:57","2023-05-08 15:20:26","2023-05-02 20:13:04","","","22","37","","生态学报","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Li Zhuo_etal_2017_生态学报.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VF6CUSE","journalArticle","2022","García-Sánchez, M. Pino; González-Ávila, Sergio; Solana-Gutiérrez, Joaquín; Popa, Marius; Jurj, Ramon; Ionescu, Georgeta; Ionescu, Ovidiu; Fedorca, Mihai; Fedorca, Ancuta","Sex-specific connectivity modelling for brown bear conservation in the Carpathian Mountains","Landscape Ecology","","0921-2973, 1572-9761","10.1007/s10980-021-01367-8","https://link.springer.com/10.1007/s10980-021-01367-8","Abstract                            Context               Romania is currently one of the best-connected landscapes, with high-quality habitats and a high density of brown bears. However, regional development measures are needed for the nation’s economic growth, and without responsible government actions, these measures pose a threat to brown bear connectivity, a vital pillar of the entire Carpathian region. Despite having important implications for the species conservation, bears sex-specific behaviour has been overlooked in connectivity assessments.                                         Objectives               The study’s main goals were to (i) develop sex-specific distribution and connectivity models, (ii) assess the movement patterns differences between females and males, and (iii) identify high-quality areas to be secured for species connectivity conservation.                                         Methods               We designed a methodological framework based on interdisciplinary approaches and modelling tools for landscape connectivity combined with novel spatial analysis. Telemetry data of sixteen bears (females and males) were utilized to predict habitat selection (MaxEnt), and circuit-theoretic approaches (Circuitscape) were applied to identify the potential movement corridors of both sexes and high-priority areas.                                         Results               The obtained results provided new evidence on the uneven movement patterns and pathways used by males and females in the study region. Males’ movement preferences were related to river shores and dense forest coverage areas, avoiding urban areas, while females were predicted to move across forested and open areas and were more tolerant to human‐modified areas. Three high-quality areas were delineated for both sexes, and connectivity conservation efforts are needed due to the vicinity of anthropic pressures.                                         Conclusions               This study depicts the usefulness of combining interdisciplinary approaches and provides planners, managers, and decision-makers with practical solutions to address sustainable design and management within the intervened landscapes. Using separate female and male spatial models for leading management and conservation measures, setting connectivity targets within environmental and impact assessments while adopting conservation easements could secure a safety network for biodiversity conservation in the Carpathians.","2022-05","2023-05-02 20:16:57","2023-05-08 15:20:26","2023-05-02 20:13:04","1311-1329","","5","37","","Landsc Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Garcia-Sanchez_etal_2022_Landsc Ecol.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5J6QULYU","journalArticle","2017","Soomets, Elin; Lõhmus, Asko; Rannap, Riinu","Brushwood removal from ditch banks attracts breeding frogs in drained forests","Forest Ecology and Management","","03781127","10.1016/j.foreco.2016.10.023","https://linkinghub.elsevier.com/retrieve/pii/S0378112716307733","","2017-01","2023-05-02 20:16:58","2023-05-08 15:20:27","2023-05-02 20:13:04","1-5","","","384","","Forest Ecology and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Soomets_etal_2017_Forest Ecology and Management.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85MY7P8Q","journalArticle","2022","Prendergast, Kit S.; Ollerton, Jeff","Spatial and temporal scale of analysis alter conclusions about the effects of urbanisation on plant–pollinator networks","Arthropod-Plant Interactions","","1872-8855, 1872-8847","10.1007/s11829-022-09925-w","https://link.springer.com/10.1007/s11829-022-09925-w","Abstract             Bipartite networks of flowering plants and their visitors (potential pollinators) are increasingly being used in studies of the structure and function of these ecological interactions. Whilst they hold much promise in understanding the ecology of plant–pollinator networks and how this may be altered by environmental perturbations, like land-use change and invasive species, there is no consensus about the scale at which such networks should be constructed and analysed. Ecologists, however, have emphasised that many processes are scale dependent. Here, we compare network- and species-level properties of ecological networks analysed at the level of a site, pooling across sites within a given habitat for each month of surveys, and pooling across all sites and months to create a single network per habitat type. We additionally considered how these three scales of resolution influenced conclusions regarding differences between networks according to two contrasting habitat types (urban bushland remnants and residential gardens) and the influence of honey bee abundance on network properties. We found that most network properties varied markedly depending on the scale of analysis, as did the significance, or lack thereof, of habitat type and honey bee abundance on network properties. We caution against pooling across sites and months as this can create unrealistic links, invalidating conclusions on network structure. In conclusion, consideration of scale of analysis is also important when conducting and interpreting plant–pollinator networks.","2022-12","2023-05-02 20:16:58","2023-05-08 15:20:27","2023-05-02 20:13:04","553-565","","6","16","","Arthropod-Plant Interactions","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Prendergast_Ollerton_2022_Arthropod-Plant Interactions.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M89N33AL","journalArticle","2018","Moraes, Andreia Magro; Ruiz-Miranda, Carlos R.; Galetti Jr., Pedro M.; Niebuhr, Bernardo Brandão; Alexandre, Brenda R.; Muylaert, Renata L.; Grativol, Adriana D.; Ribeiro, John W.; Ferreira, Arystene N.; Ribeiro, Milton Cezar","Landscape resistance influences effective dispersal of endangered golden lion tamarins within the Atlantic Forest","Biological Conservation","","00063207","10.1016/j.biocon.2018.05.023","https://linkinghub.elsevier.com/retrieve/pii/S0006320717311151","","2018-08","2023-05-02 20:16:58","2023-05-08 15:20:27","2023-05-02 20:13:04","178-187","","","224","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Moraes_etal_2018_Biological Conservation.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYJNTISA","journalArticle","2021","Ballare, Kimberly M.; Jha, Shalene","Genetic structure across urban and agricultural landscapes reveals evidence of resource specialization and philopatry in the Eastern carpenter bee, <i>Xylocopa virginica</i> L.","Evolutionary Applications","","1752-4571, 1752-4571","10.1111/eva.13078","https://onlinelibrary.wiley.com/doi/10.1111/eva.13078","","2021-01","2023-05-02 20:16:58","2023-05-08 15:20:27","2023-05-02 20:13:05","136-149","","1","14","","Evol Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Ballare_Jha_2021_Evol Appl.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8KWWDV8","journalArticle","2017","Moroń, Dawid; Skórka, Piotr; Lenda, Magdalena; Celary, Waldemar; Tryjanowski, Piotr","Railway lines affect spatial turnover of pollinator communities in an agricultural landscape","Diversity and Distributions","","13669516","10.1111/ddi.12600","https://onlinelibrary.wiley.com/doi/10.1111/ddi.12600","","2017-09","2023-05-02 20:16:59","2023-05-10 17:19:58","2023-05-02 20:13:05","1090-1097","","9","23","","Divers Distrib","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Moron_etal_2017_Divers Distrib.pdf","","MAYBE","","Traveset, Anna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"474LRYMV","journalArticle","2022","Dániel‐Ferreira, Juliana; Berggren, Åsa; Wissman, Jörgen; Öckinger, Erik","Road verges are corridors and roads barriers for the movement of flower‐visiting insects","Ecography","","0906-7590, 1600-0587","10.1111/ecog.05847","https://onlinelibrary.wiley.com/doi/abs/10.1111/ecog.05847","Roads and road verges can potentially have opposite impacts on organisms that move through the landscape. While road verges can be habitat for a large number of species, and have been proposed to act as dispersal corridors, roads can act as barriers to movement. This duality of roads and road verges has however rarely been assessed simultaneously, and it is unknown to what degree it depends on the amount of traffic on the road and on the habitat quality of the road verge. We used fluorescent powdered dye to track movements of flower-visiting insects along roads with varying traffic intensity, and in verges with contrasting habitat quality (flowering plant species richness and flower density). Insect movements along road verges were more frequent than movements into the adjacent habitats, indicating that verges act as corridors. The frequency of movements that required crossing the road was lower compared to the frequency of movements that did not, suggesting that roads are barriers. The movement patterns were independent of traffic intensity, but the barrier effect was stronger when the road verge had a higher density of flower resources. The effect of roads as a barrier and of the road verges as corridors were independent of each other. Our results suggest that flower-visiting insects tend to remain longer in road verges with high density of flowers and we therefore suggest that managing road verge habitats for an increased plant diversity will mitigate the known negative impacts of roads on insect populations.","2022-02","2022-05-10 19:08:29","2023-05-11 22:12:29","2023-05-02 20:13:05","ecog.05847","","2","2022","","Ecography","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.05847","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Daniel‐Ferreira_etal_2022_Ecography.pdf","","corridor; arthropod; movement; roads; Dispersal; Landscape; MAYBE","bees; butterflies; habitats; hoverflies; linear infrastructure connectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5ESQCFC","journalArticle","2022","Wu, Jiansheng; Zhang, Shengyong; Wen, Haihao; Fan, Xuening","Research on Multi-Scale Ecological Network Connectivity—Taking the Guangdong–Hong Kong–Macao Greater Bay Area as a Case Study","International Journal of Environmental Research and Public Health","","1660-4601","10.3390/ijerph192215268","https://www.mdpi.com/1660-4601/19/22/15268","The Guangdong–Hong Kong–Macao Greater Bay Area urban agglomeration is an urban agglomeration with some of the most intensive urbanization since 1980s. A large amount of cultivated land, forest land, water bodies and other land types in the region has been occupied by construction land, resulting in fragmented ecological landscapes and biodiversity in the region and causing many other ecological problems. Based on this, this paper takes the Guangdong–Hong Kong–Macao Greater Bay Area as a case study, constructs an ecological network of the dispersion scale of five species from 1990 to 2020 based on a morphological spatial pattern analysis (MSPA) method, identifies the ecological groups in the network and uses the core node-based community evolution path tracking algorithm to analyze the ecological groups in order to explore the changes of ecological network connectivity at different scales in the region and to reveal the overall and local characteristics and changes of the migratory space of terrestrial mammals with different dispersion capabilities. The research results show that: (1) From 1990 to 2020, the area of construction land in the Guangdong–Hong Kong–Macao Greater Bay Area increased sharply, with good connectivity in the northwest, southwest and eastern regions and poor connectivity in the central region. (2) There are obvious differences between the overall and local changes in the connectivity trends of multi-scale regional ecological networks. On the whole, the overall ecological connectivity of the ecological network at each scale showed a gradual upward trend, and the overall connectivity index IIC and the possible connectivity index PC gradually increased with the increase of the maximum dispersal distance of species. From the perspective of local patches, the larger the species dispersion scale, the larger the value of the revised betweenness centrality index and the patch possible connectivity index. (3) The distribution of ecological groups at different species dispersion scales is different, and the smaller the dispersal scale of the species, the greater the distribution of ecological groups. Small-scale species are limited by the maximum dispersal distance, and the range of their ecological groups is generally small. Small-scale (3 km), mesoscale (10 km) and large-scale (30 km) core nodes of ecological groups show a gradual increase trend, and the overall connectivity of ecological groups has improved. However, the core nodes of the extra-large-scale (60 km) and ultra-large-scale (100 km) ecological groups show a trend of decreasing fluctuations, and the overall connectivity within the ecological group has declined. This study is helpful to clarify the structural characteristics of regional ecological space and provide a theoretical basis for regional ecological planning.","2022-11-18","2023-05-02 20:16:59","2023-05-08 15:20:28","2023-05-02 20:13:05","15268","","22","19","","IJERPH","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Wu_etal_2022_IJERPH.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
