Study_no,ES_no,Title,FirstAuth,Pub_year,Pub_type,Pub_name,DOI,City,Country,Study_year,Study_class,Study_order,Study_spec,Study_effect,Conn_type,Conn_metric,Conn_buffer,Conn_feat,Conn_lcclass,Conn_tool,r_metric,r_method,corr_type,mi,ri,ti,fi,pi,bi,var_sdi,var_type,R2i,ni,n_type,NOTES
88,532,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,plantae,na,flowering plants,associative,structural,proportion developed in buffer,1,area,grey,QGIS,shannon diversity,transect survey,pearson,na,-0.4,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,533,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,plantae,na,flowering plants,associative,potential,incidence function measure,na,distance-weighted area,green,QGIS,shannon diversity,transect survey,pearson,na,0.07,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,534,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,plantae,na,flowering plants,associative,potential,connectance,na,graph network,green,QGIS,shannon diversity,transect survey,pearson,na,-0.06,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,535,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,plantae,na,flowering plants,associative,structural,proportion developed in buffer,0.1,area,grey,QGIS,abundance,transect survey,pearson,na,0.65,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,536,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,plantae,na,flowering plants,associative,structural,proportion developed in buffer,0.5,area,grey,QGIS,abundance,transect survey,pearson,na,0.74,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,537,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,plantae,na,flowering plants,associative,structural,proportion developed in buffer,1,area,grey,QGIS,abundance,transect survey,pearson,na,0.73,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,538,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,plantae,na,flowering plants,associative,potential,incidence function measure,na,distance-weighted area,green,QGIS,abundance,transect survey,pearson,na,-0.42,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,539,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,plantae,na,flowering plants,associative,potential,connectance,na,graph network,green,QGIS,abundance,transect survey,pearson,na,-0.41,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,540,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,structural,proportion developed in buffer,0.1,area,grey,QGIS,species richness,transect survey,pearson,na,-0.33,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,541,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,structural,proportion developed in buffer,0.5,area,grey,QGIS,species richness,transect survey,pearson,na,-0.54,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,542,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,structural,proportion developed in buffer,1,area,grey,QGIS,species richness,transect survey,pearson,na,-0.51,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,543,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,potential,incidence function measure,na,distance-weighted area,green,QGIS,species richness,transect survey,pearson,na,0.45,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,544,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,potential,connectance,na,graph network,green,QGIS,species richness,transect survey,pearson,na,0.18,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,545,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,structural,proportion developed in buffer,0.1,area,grey,QGIS,shannon diversity,transect survey,pearson,na,-0.17,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,546,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,structural,proportion developed in buffer,0.5,area,grey,QGIS,shannon diversity,transect survey,pearson,na,-0.6,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,547,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,structural,proportion developed in buffer,1,area,grey,QGIS,shannon diversity,transect survey,pearson,na,-0.66,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,548,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,potential,incidence function measure,na,distance-weighted area,green,QGIS,shannon diversity,transect survey,pearson,na,0.51,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,549,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,hymenoptera,na,associative,potential,connectance,na,graph network,green,QGIS,shannon diversity,transect survey,pearson,na,0.11,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,550,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,structural,proportion developed in buffer,0.1,area,grey,QGIS,species richness,transect survey,pearson,na,-0.7,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,551,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,structural,proportion developed in buffer,0.5,area,grey,QGIS,species richness,transect survey,pearson,na,-0.63,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,552,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,structural,proportion developed in buffer,1,area,grey,QGIS,species richness,transect survey,pearson,na,-0.48,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,553,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,potential,incidence function measure,na,distance-weighted area,green,QGIS,species richness,transect survey,pearson,na,0.19,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,554,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,potential,connectance,na,graph network,green,QGIS,species richness,transect survey,pearson,na,-0.02,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,555,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,structural,proportion developed in buffer,0.1,area,grey,QGIS,shannon diversity,transect survey,pearson,na,-0.72,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,556,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,structural,proportion developed in buffer,0.5,area,grey,QGIS,shannon diversity,transect survey,pearson,na,-0.6,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,557,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,structural,proportion developed in buffer,1,area,grey,QGIS,shannon diversity,transect survey,pearson,na,-0.45,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
88,558,The degree of urbanisation reduces wild bee and butterfly diversity and alters the patterns of flower-visitation in urban dry grasslands,Herrmann,2023,journalarticle,Scientific Reports,10.1038/s41598-023-29275-8,Berlin,Germany,2021,insecta,lepidoptera,na,associative,potential,incidence function measure,na,distance-weighted area,green,QGIS,shannon diversity,transect survey,pearson,na,0.16,na,na,na,na,na,na,na,11,sites - grasslands,"calculated from raw data, available from dryad"
