ID,pd,item_type,pub_year,author,title,journal,ISBN,ISSN,DOI,URL,pdf,urban_area,country,conn_type,conn_metric,response_var,taxa,validation,data_location,excl_reason,result_sign,notes
156,YES,journalArticle,2015,"Noble, Andrew; Hassall, Christopher",Poor ecological quality of urban ponds in northern England: causes and consequences,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-014-0422-8,http://link.springer.com/10.1007/s11252-014-0422-8,Y,Bradford ,UK,structural,proportion wetland in 500m buffer,species richness,multi-taxa,site survey,"text, table",na,pos,"general additive models, plant and invertebrate diversity assessed. No real estimate of connectivity, it's more habitat amount"
277,YES,journalArticle,2022,"Noda, Akira; Yamanouchi, Takashi; Kobayashi, Kakeru; Nishihiro, Jun",Temporal continuity and adjacent land use exert different effects on richness of grassland specialists and alien plants in semi?natural grassland,Applied Vegetation Science,,"1402-2001, 1654-109X",10.1111/avsc.12682,https://onlinelibrary.wiley.com/doi/10.1111/avsc.12682,Y,Shiroi,Japan,na,na,na,plants,na,na,4,na,"not realy focused on urban, more agricultural/pastures"
313,YES,journalArticle,2010,"Noël, Sarah; Lapointe, François-Joseph",Urban conservation genetics: Study of a terrestrial salamander in the city,Biological Conservation,,63207,10.1016/j.biocon.2010.07.033,https://linkinghub.elsevier.com/retrieve/pii/S0006320710003393,Y,Montreal,Canada,genetic,geographic distance,genetic differentiation,amphibia,site survey,"text, table",na,0,"some genetic differentiation in the ultra fragmented downtown areas, but as a whole the islands are distinct; isolation by (aquatic) barrier "
161,YES,journalArticle,2018,"Nooten, Sabine S.; Schultheiss, Patrick; Wright, Jules; Macdonald, Catriona; Singh, Brajesh K.; Cook, James M.; Power, Sally A.",What shapes plant and animal diversity on urban golf courses?,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-017-0728-4,http://link.springer.com/10.1007/s11252-017-0728-4,Y,Sydney,Australia,structural,proportion of edge adjacent to forest,"species richness, community composition",multi-taxa,site survey,na,na,mixed,"not really an estimate of connectivity, but maybe it can be grouped with other perimeter based metrics"
285,YES,journalArticle,2017,"Nor, Amal Najihah M.; Corstanje, Ron; Harris, Jim A.; Grafius, Darren R.; Siriwardena, Gavin M.",Ecological connectivity networks in rapidly expanding cities,Heliyon,,24058440,10.1016/j.heliyon.2017.e00325,https://linkinghub.elsevier.com/retrieve/pii/S2405844016322599,Y,Kuala Lumpur; Manila; Jakarta,"Malaysia, Philippines, Indonesia",potential,na,na,aves,none,na,8,na,"species information is only incorporated insofar as choosing resistance values, no empirical data included"
242,YES,journalArticle,2009,"Öckinger, Erik; Dannestam, Åse; Smith, Henrik G.",The importance of fragmentation and habitat quality of urban grasslands for butterfly diversity,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2009.05.021,https://linkinghub.elsevier.com/retrieve/pii/S0169204609001091,Y,Malmo,Sweden,structural,proportion green space in 1km buffer,"species richness, density",lepidoptera,transect survey,"text, table, figure",na,pos,using habitat amount around the sample point as connectivity metric. They cite kindelman and burel 2008 as their rationale
333,YES,journalArticle,2019,"Okamiya, Hisanori; Kusano, Tamotsu",Effects of landscape features on gene flow among urban frog populations,Ecological Research,,"0912-3814, 1440-1703",10.1111/1440-1703.12011,https://onlinelibrary.wiley.com/doi/10.1111/1440-1703.12011,Y,Tokyo,Japan,genetic,"geographic distance, reistance distance","genetic differentiation, allelic richness, heterozygosity",amphibia,genetic sample,"text, table, figure",na,pos,"R. ornativentris, 6 microsats. SDMS to describe habitat suitability, used as resistance distances in genetic modelling"
328,YES,journalArticle,2018,"Olejniczak, M J; Spiering, D J; Potts, D L; Warren, R J",Urban forests form isolated archipelagos,Journal of Urban Ecology,,2058-5543,10.1093/jue/juy007,https://academic.oup.com/jue/article/doi/10.1093/jue/juy007/4961106,Y,Buffalo,USA,structural,distance to nearest neighbour,"seed species richness, seed abundance, tree species richness",plants,transect survey,"text, table, figure",na,mixed,also include a distance to rural forest and distance to city centre metrics as predictor variables
93,YES,journalArticle,2011,"Oliver, Amanda J.; Hong-Wa, Cynthia; Devonshire, Jodi; Olea, Kelly R.; Rivas, Gonzalo F.; Gahl, Megan K.","Avifauna richness enhanced in large, isolated urban parks",Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2011.04.007,https://linkinghub.elsevier.com/retrieve/pii/S016920461100185X,Y,St. Louis,USA,structural,"area developed within buffer (1km, 5km)",species richness,aves,site survey," text, table",na,mixed,"Use 'isolation' in analysis, measured as developed area in buffer. Birds were grouped by migratory status, confusing results to extract though"
321,YES,journalArticle,2019,"Omar, Mona; Schneider?Maunoury, Laure; Barré, Kévin; Al Sayed, Nazir; Halwani, Jalal; Machon, Nathalie",Colonization and extinction dynamics among the plant species at tree bases in Paris (France),Ecology and Evolution,,"2045-7758, 2045-7758",10.1002/ece3.4954,https://onlinelibrary.wiley.com/doi/10.1002/ece3.4954,Y,Paris,France,na,na,na,plants,na,na,5,na,"not about connectivity, focused on colonization/extinction"
48,YES,journalArticle,2009,"Oprea, Monik; Mendes, Poliana; Vieira, Thiago B.; Ditchfield, Albert D.",Do wooded streets provide connectivity for bats in an urban landscape?,Biodiversity and Conservation,,"0960-3115, 1572-9710",10.1007/s10531-009-9593-7,http://link.springer.com/10.1007/s10531-009-9593-7,Y,Vitoria,Brazil,na,na,"species richness, abundance",chiroptera,site survey,"text, table",5,na,"only 3 urban sites, no measure of connectivity used, just 'similarity assumes connectivity'"
367,YES,journalArticle,2021,"Orlandin, Elton; Carneiro, Eduardo",Classes of protection in urban forest fragments are effectiveless in structuring butterfly assemblages: landscape and forest structure are far better predictors,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-020-01086-z,https://link.springer.com/10.1007/s11252-020-01086-z,Y,Curitiba,Brazil,structural,distance to greenbelt ,"community composition, Hill's diversity",lepidoptera,transect survey,"text, table, supplement",na,mixed,Strange metric of connectivity
82,YES,journalArticle,2019,"Ossola, Alessandro; Locke, Dexter; Lin, Brenda; Minor, Emily",Yards increase forest connectivity in urban landscapes,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-019-00923-7,http://link.springer.com/10.1007/s10980-019-00923-7,Y,Boston,USA,structural,probability of connectivity index,na,na,none,na,8,na,measuring contribution of various greenspaces to the connectivity of the overall network
68,YES,journalArticle,2019,"Ottewell, Kym; Pitt, Georgina; Pellegrino, Blair; Van Dongen, Ricky; Kinloch, Janine; Willers, Nicole; Byrne, Margaret",Remnant vegetation provides genetic connectivity for a critical weight range mammal in a rapidly urbanising landscape,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2019.103587,https://linkinghub.elsevier.com/retrieve/pii/S0169204619301410,Y,Perth,Australia,genetic,"geographic distance, distance to nearest neighbour",genetic differentiation,mammalia,genetic sample,"text, table, figure, supplement",na,mixed,"Quenda, marsupial bandicoot. Microsatellites. IBD was more important than nearest neighbour"
143,YES,journalArticle,2021,"Park, Seok-Cheol; Han, Bong-Ho",Using the City Biodiversity Index as a Method to Protect Biodiversity in Korean Cities,Sustainability,,2071-1050,10.3390/su132011284,https://www.mdpi.com/2071-1050/13/20/11284,Y,MULTIPLE,South Korea,structural,ecological network index,na,na,none,na,8,na,"develop a new index, no biological validation"
202,YES,journalArticle,2014,"Park, Sohyun; Hepcan, Çi?dem C.; Hepcan, ?erif; Cook, Edward A.","Influence of urban form on landscape pattern and connectivity in metropolitan regions: a comparative case study of Phoenix, AZ, USA, and Izmir, Turkey",Environmental Monitoring and Assessment,,"0167-6369, 1573-2959",10.1007/s10661-014-3855-x,http://link.springer.com/10.1007/s10661-014-3855-x,Y,Phoenix; Izmir,"USA, Turkey",structural,connectance,na,na,none,na,5,na,"no biological validation of the connectivity maps, only comparison of the networks"
94,YES,journalArticle,2020,"Parker, Denisha M.; Turo, Katherine J.; Delgado De La Flor, Yvan A.; Gardiner, Mary M.",Landscape Context Influences the Abundance and Richness of Native Lady Beetles Occupying Urban Vacant Land,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-020-01000-7,https://link.springer.com/10.1007/s11252-020-01000-7,Y,Cleveland,USA,structural,distance to nearest neighbour,"species richness, abundance",coleoptera,sticky trap,"text, figure",na,mixed,"vacant lot focus, PLSCA (partial least-squares canonical analysis). "
223,YES,journalArticle,2006,"Parris, Kirsten M.",Urban amphibian assemblages as metacommunities,Journal of Animal Ecology,,"0021-8790, 1365-2656",10.1111/j.1365-2656.2006.01096.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2656.2006.01096.x,Y,Melbourne,Australia,structural,proportion road (in buffer),species richness,amphibia,survey,"text, table",na,neg,their isolation metric is % road cover in 500m buffer… also bayesian modelling
339,YES,journalArticle,2006,"Partecke, Jesko; Gwinner, Eberhard; Bensch, Staffan",Is urbanisation of European blackbirds (Turdus merula) associated with genetic differentiation?,Journal of Ornithology,,"2193-7192, 2193-7206",10.1007/s10336-006-0078-0,https://link.springer.com/10.1007/s10336-006-0078-0,Y,Munich,Germany,genetic,none,AFLP diversity,aves,survey,text,5,na,"using European blackbirds as focal species, no real test of isolation-by-distance or anything."
251,YES,journalArticle,2020,"Peng, Ming-Hsiao; Hung, Yuan-Chen; Liu, Kuan-Ling; Neoh, Kok-Boon",Landscape configuration and habitat complexity shape arthropod assemblage in urban parks,Scientific Reports,,2045-2322,10.1038/s41598-020-73121-0,https://www.nature.com/articles/s41598-020-73121-0,Y,Taichung,Taiwan,structural,distance to nearest peri-urban forest,"species richness, activity density",arthropod,pitfall trap,"text, figure",na,mixed,"RDA analysis, mixed ants, spiders, beetles community. Not sure what data is extractable"
36,YES,journalArticle,2012,"Penone, Caterina; Machon, Nathalie; Julliard, Romain; Le Viol, Isabelle",Do railway edges provide functional connectivity for plant communities in an urban context?,Biological Conservation,,63207,10.1016/j.biocon.2012.01.041,https://linkinghub.elsevier.com/retrieve/pii/S0006320712000547,Y,Paris,France,na,na,na,plants,na,na,5,na,"they don’t estimate connectivity, it's only about comparing railway edges on different routes. There is NO ACTUAL MEASURE OF CONNECTIVITY"
308,YES,journalArticle,2014,"Peris, Salvador; Montelongo, Tinguaro",Birds and small urban parks: a study in a high plateau city,TURKISH JOURNAL OF ZOOLOGY,,"13000179, 13036114",10.3906/zoo-1305-20,https://journals.tubitak.gov.tr/zoology/vol38/iss3/7,Y,Salamanca,Spain,structural,distance to nearest patch > 1ha,species richness,aves,site survey,text,10,0,"they mention connectivity (isolation) but provide no stats on it, just that it wasn’t important in the CCA"
97,YES,journalArticle,2020,"Perry, Kayla I.; Hoekstra, Nicole C.; Delgado De La Flor, Yvan A.; Gardiner, Mary M.",Disentangling landscape and local drivers of ground?dwelling beetle community assembly in an urban ecosystem,Ecological Applications,,"1051-0761, 1939-5582",10.1002/eap.2191,https://onlinelibrary.wiley.com/doi/10.1002/eap.2191,Y,Cleveland,USA,structural,patch cohesion index,"species richness, activity density, functional diversity",coleoptera,pitfall trap,"text, table, figure",na,mixed,"RLQ analysis, but also other methods used"
73,YES,journalArticle,2020,"Petsas, Panagiotis; Tsavdaridou, Anastasia I.; Mazaris, Antonios D.",A multispecies approach for assessing landscape connectivity in data-poor regions,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-020-00981-2,http://link.springer.com/10.1007/s10980-020-00981-2,Y,na,na,potential,current flow,na,mammalia,na,na,8,na,"NOT urban, and the models are UNVALIDATED"
173,YES,journalArticle,2020,"Piano, Elena; Bona, Francesca; Isaia, Marco",Urbanization drivers differentially affect ground arthropod assemblages in the city of Turin (NW-Italy),Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-020-00937-z,http://link.springer.com/10.1007/s11252-020-00937-z,Y,Turin,Italy,na,na,na,arthropod,pitfall trap,na,5,na,"corridor analysis, they apriori determined 'isolated' and 'connected' patches and compared the sites."
59,YES,journalArticle,2020,"Piano, Elena; Giuliano, Davide; Isaia, Marco",Islands in cities: Urbanization and fragmentation drive taxonomic and functional variation in ground arthropods,Basic and Applied Ecology,,14391791,10.1016/j.baae.2020.02.001,https://linkinghub.elsevier.com/retrieve/pii/S1439179120300050,Y,Torino,Italy,na,na,na,arthropod,pitfall trap,na,5,na,"corridor analysis, they apriori determined 'isolated' and 'connected' patches and compared the sites."
6,YES,journalArticle,2022,"Pla-Narbona, Clàudia; Stefanescu, Constantí; Pino, Joan; Cabrero-Sañudo, Francisco J.; García-Barros, Enrique; Munguira, Miguel L.; Melero, Yolanda",Butterfly biodiversity in the city is driven by the interaction of the urban landscape and species traits: a call for contextualised management,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-021-01347-y,https://link.springer.com/10.1007/s10980-021-01347-y,Y,Barcelona,Spain,potential,connectivity index,occurrence,lepidoptera,transect survey,"text, table, supplement",na,mixed,"connectivity estimate based on modified Hanski's metric, they devide analysis for different classes based on life history"
66,YES,journalArticle,2006,"Platt, Andrew; Lill, Alan",Composition and conservation value of bird assemblages of urban ‘habitat islands’: Do pedestrian traffic and landscape variables exert an influence?,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-006-7900-6,http://link.springer.com/10.1007/s11252-006-7900-6,Y,Melbourne,Australia,structural,"distance to nearest tract of eucalypt forest, % vegetation within 1km buffer",nestedness,aves,transect survey,"text, table",na,0,also include pedestrian traffic in models
306,YES,journalArticle,2022,"Prendergast, Kit S.; Tomlinson, Sean; Dixon, Kingsley W.; Bateman, Philip W.; Menz, Myles H.M.",Urban native vegetation remnants support more diverse native bee communities than residential gardens in Australia's southwest biodiversity hotspot,Biological Conservation,,63207,10.1016/j.biocon.2021.109408,https://linkinghub.elsevier.com/retrieve/pii/S0006320721004602,Y,Perth,Australia,structural,distance to nearest bushland patch,"species richness, abundance, evenness",hymenoptera,pan trap,"text, figure, supplement",10,0,not sure where the extractable statistic is in the paper
